<s>,START 1.0
बेटा,V_VM 4.8804294777940456e-05
ऊंची,N_NN 1.1171187273783458e-05
सीढ़ियां,N_NN 3.351356182135037e-05
चढ़नी,V_VM 4.8804294777940456e-05
सहारा,N_NN 3.351356182135037e-05
कहातुम्हारी,N_NN 1.1171187273783458e-05
बेटा,V_VAUX 0.0004436229205175601
पहुंचूंगी,V_VM 4.8804294777940456e-05
सूझता,V_VM 4.8804294777940456e-05
ज्योतिहीन,N_NN 1.1171187273783458e-05
कहागोवर्धन,N_NN 2.2342374547566916e-05
सराय,N_NN 3.351356182135037e-05
पोते,N_NN 3.351356182135037e-05
पोतों,N_NN 2.2342374547566916e-05
सुधा,N_NN 1.1171187273783458e-05
मर,N_NN 1.1171187273783458e-05
ठिकाने,N_NN 1.1171187273783458e-05
आसरेभरोसे,N_NN 1.1171187273783458e-05
बरक्कत,N_NN 1.1171187273783458e-05
घरद्वार,N_NN 1.1171187273783458e-05
बना,N_NN 1.1171187273783458e-05
ब्याहगौना,N_NN 1.1171187273783458e-05
प्यादे,N_NN 1.1171187273783458e-05
दबे,JJ 0.0002573340195573855
झुकाई,V_VM 4.8804294777940456e-05
गिरे,V_VM 9.760858955588091e-05
पिछली,QTF 0.0010905125408942203
बुलाया,N_NN 1.1171187273783458e-05
अदनासे,JJ 0.00012866700977869275
मुदा,N_NN 1.1171187273783458e-05
सेठिए,N_NN 1.1171187273783458e-05
कहतेखां,N_NN 1.1171187273783458e-05
देंगे,N_NN 4.468474909513383e-05
छोडेगें,V_VM 4.8804294777940456e-05
निभाएगा,N_NN 1.1171187273783458e-05
बीसवां,N_NN 1.1171187273783458e-05
पराए,N_NN 1.1171187273783458e-05
सलामत,RB 0.0011001100110011
लोभी,N_NN 1.1171187273783458e-05
भावहीन,N_NN 1.1171187273783458e-05
वात्सल्य,N_NN 2.2342374547566916e-05
पुलकित,JJ 0.00012866700977869275
हैंहां,V_VAUX 7.393715341959335e-05
कहानहीं,V_VAUX 7.393715341959335e-05
लठिया,N_NN 2.2342374547566916e-05
टेकती,N_NN 1.1171187273783458e-05
पठानिन,N_NN 4.468474909513383e-05
अंधोरे,N_NN 2.2342374547566916e-05
गिरगिरा,N_NN 2.2342374547566916e-05
पड़ोगी,N_NN 1.1171187273783458e-05
डरतेडरते,V_VM 4.8804294777940456e-05
टांक,N_NN 1.1171187273783458e-05
कांपते,N_NN 1.1171187273783458e-05
गिरह,JJ 0.00012866700977869275
बांधो,N_NN 1.1171187273783458e-05
दुआएं,N_NN 2.2342374547566916e-05
सीढ़ियों,N_NN 1.1171187273783458e-05
उतरी,V_VM 4.8804294777940456e-05
बोलाबूढ़ी,N_NN 1.1171187273783458e-05
इक्के,N_NN 4.468474909513383e-05
दूं,N_NN 1.1171187273783458e-05
कहाअरे,N_NN 1.1171187273783458e-05
पूछाकहां,N_NN 1.1171187273783458e-05
चलूंबुढ़िया,N_NN 1.1171187273783458e-05
दराज,N_NN 1.1171187273783458e-05
इत्‍ती,N_NN 2.2342374547566916e-05
दौड़ा,V_VM 4.8804294777940456e-05
पंद्रहबीस,QTC 0.0009606147934678194
गोवर्धन,N_NN 1.1171187273783458e-05
दाहिने,JJ 0.00012866700977869275
रूकवा,N_NN 1.1171187273783458e-05
तारकोल,N_NN 1.1171187273783458e-05
लौटाने,V_VM 0.00014641288433382137
बोलीनहीं,N_NN 1.1171187273783458e-05
पलभर,N_NN 2.2342374547566916e-05
ठंडा,N_NN 1.1171187273783458e-05
गंदे,N_NN 1.1171187273783458e-05
नाले,N_NN 1.1171187273783458e-05
मुहल्ला,N_NN 1.1171187273783458e-05
बाजारों,N_NN 3.351356182135037e-05
हैसुंदर,N_NN 1.1171187273783458e-05
स्वच्छ,N_NN 1.1171187273783458e-05
सुगंधामय,N_NN 1.1171187273783458e-05
हैकीचड़,N_NN 1.1171187273783458e-05
दुर्गन्‍ध,N_NN 1.1171187273783458e-05
टेढ़ीमेढ़ी,JJ 0.00012866700977869275
हैबुढ़िया,N_NN 3.351356182135037e-05
पुकारासकीना,N_NN 1.1171187273783458e-05
आईआती,JJ 0.00012866700977869275
लगाईएक,N_NN 1.1171187273783458e-05
कुप्पी,JJ 0.00012866700977869275
बढ़ी,V_VM 4.8804294777940456e-05
सकीना,N_NN 8.936949819026766e-05
ओढ़नी,N_NN 2.2342374547566916e-05
छिपाती,V_VM 4.8804294777940456e-05
लकड़ी,N_NN 1.1171187273783458e-05
नेकशरीफ,N_NN 1.1171187273783458e-05
वृत्‍तांत,N_NN 1.1171187273783458e-05
आशीर्वादों,N_NN 1.1171187273783458e-05
बोलीआंगन,N_NN 1.1171187273783458e-05
खाट,N_NN 4.468474909513383e-05
बेटी,V_VAUX 7.393715341959335e-05
टूटीसी,JJ 0.00012866700977869275
सड़ीसी,JJ 0.00012866700977869275
चादर,N_NN 1.1171187273783458e-05
बिछाती,V_VM 4.8804294777940456e-05
बोलीइस,N_NN 1.1171187273783458e-05
खटोले,N_NN 2.2342374547566916e-05
बिठाओगी,V_VM 4.8804294777940456e-05
अम्मां,V_VAUX 7.393715341959335e-05
कहाशर्म,N_NN 1.1171187273783458e-05
हैउसने,V_VAUX 7.393715341959335e-05
गटापुराना,N_NN 1.1171187273783458e-05
परदा,N_NN 3.351356182135037e-05
खपरैल,N_NN 1.1171187273783458e-05
अंधोरी,N_NN 1.1171187273783458e-05
चूल्हा,N_NN 1.1171187273783458e-05
टीन,N_NN 1.1171187273783458e-05
घड़ा,N_NN 2.2342374547566916e-05
मटका,N_NN 1.1171187273783458e-05
चूल्हे,N_NN 4.468474909513383e-05
तवा,N_NN 1.1171187273783458e-05
बोलीबेटा,N_NN 1.1171187273783458e-05
कुनबा,N_NN 1.1171187273783458e-05
शादीब्याह,N_NN 2.2342374547566916e-05
गुलजार,N_NN 1.1171187273783458e-05
पकाते,V_VM 4.8804294777940456e-05
पठान,N_NN 1.1171187273783458e-05
मरते,V_VM 0.0002440214738897023
पाले,N_NN 1.1171187273783458e-05
यारदोस्त,N_NN 1.1171187273783458e-05
हीले,N_NN 1.1171187273783458e-05
कुरतापाजामा,N_NN 1.1171187273783458e-05
छिपाए,V_VM 4.8804294777940456e-05
छेड़ी,N_NN 1.1171187273783458e-05
आटे,N_NN 2.2342374547566916e-05
अंगुलियों,N_NN 1.1171187273783458e-05
गोदने,V_VM 4.8804294777940456e-05
दुखड़ा,N_NN 1.1171187273783458e-05
बैठी,V_VAUX 7.393715341959335e-05
किससे,DMQ 0.01694915254237288
विवाहित,N_NN 1.1171187273783458e-05
बुढ़ापे,N_NN 1.1171187273783458e-05
अभिलाषा,N_NN 5.5855936368917286e-05
सिंहावलोकन,N_NN 1.1171187273783458e-05
कहामेरे,N_NN 1.1171187273783458e-05
कहावह,N_NN 1.1171187273783458e-05
होंगेहां,N_NN 1.1171187273783458e-05
पूछेंगे,V_VM 9.760858955588091e-05
सच्चा,N_NN 2.2342374547566916e-05
पियोगे,V_VM 4.8804294777940456e-05
रूमाल,N_NN 8.936949819026766e-05
काढ़ा,N_NN 1.1171187273783458e-05
लाकर,N_NN 2.2342374547566916e-05
हैसकीना,V_VAUX 7.393715341959335e-05
ताक,N_NN 2.2342374547566916e-05
बड़ासा,JJ 0.00012866700977869275
बक्स,N_NN 1.1171187273783458e-05
झिझकती,V_VM 4.8804294777940456e-05
आ,N_NN 2.2342374547566916e-05
रख,N_NN 2.2342374547566916e-05
सकीं,V_VAUX 7.393715341959335e-05
रमणी,N_NN 3.351356182135037e-05
भली,N_NN 1.1171187273783458e-05
सांवला,N_NN 1.1171187273783458e-05
रूपरेखा,N_NN 1.1171187273783458e-05
सुंदरी,N_NN 1.1171187273783458e-05
अंगप्रत्यंग,N_NN 1.1171187273783458e-05
कविवर्णित,N_NN 1.1171187273783458e-05
उपमाओं,N_NN 1.1171187273783458e-05
रंगरूप,JJ 0.00012866700977869275
चालढाल,N_NN 2.2342374547566916e-05
शीलसंकोच,N_NN 1.1171187273783458e-05
सबने,QTF 0.0021810250817884407
मिलजुलकर,V_VM 4.8804294777940456e-05
पलकों,N_NN 1.1171187273783458e-05
छिपाए,N_NN 1.1171187273783458e-05
चुराए,N_NN 1.1171187273783458e-05
सुगंधा,JJ 0.00012866700977869275
फैलाती,V_VM 4.8804294777940456e-05
स्वप्नचित्र,N_NN 1.1171187273783458e-05
कितनी,N_NN 4.468474909513383e-05
बेलबूटे,N_NN 1.1171187273783458e-05
सुरुचिचकित,JJ 0.00012866700977869275
काढ़ने,V_VM 4.8804294777940456e-05
होशियार,N_NN 1.1171187273783458e-05
मुहल्ले,N_NN 4.468474909513383e-05
लड़कियां,N_NN 1.1171187273783458e-05
मदरसे,N_NN 3.351356182135037e-05
काढ़ते,V_VM 4.8804294777940456e-05
जाएा,V_VAUX 7.393715341959335e-05
लेते,N_NN 1.1171187273783458e-05
बेकस,N_NN 1.1171187273783458e-05
रूमालों,N_NN 1.1171187273783458e-05
जम,N_NN 1.1171187273783458e-05
समझूंगा,V_VM 4.8804294777940456e-05
सकूंगा,N_NN 1.1171187273783458e-05
सुविचार,N_NN 1.1171187273783458e-05
विपन्नता,N_NN 1.1171187273783458e-05
आवरण,N_NN 2.2342374547566916e-05
आंचल,N_NN 1.1171187273783458e-05
फैलाकर,V_VM 4.8804294777940456e-05
आठअमरकान्त,N_NN 1.1171187273783458e-05
पूछातुम,N_NN 1.1171187273783458e-05
हैअमर,N_NN 2.2342374547566916e-05
दीबुढ़िया,N_NN 1.1171187273783458e-05
बहुत,N_NN 2.2342374547566916e-05
पड़े,V_VM 9.760858955588091e-05
उचित,N_NN 5.5855936368917286e-05
त्योरियां,N_NN 1.1171187273783458e-05
बदलींक्या,N_NN 1.1171187273783458e-05
थीसोने,N_NN 1.1171187273783458e-05
मैंने,JJ 0.00012866700977869275
छुआ,N_NN 2.2342374547566916e-05
छूते,V_VM 4.8804294777940456e-05
लिपटा,V_VM 9.760858955588091e-05
उतरतेउतरते,V_VM 4.8804294777940456e-05
गईफिर,N_NN 1.1171187273783458e-05
दिएऔर,N_NN 1.1171187273783458e-05
सेंत,N_NN 3.351356182135037e-05
विकृत,N_NN 1.1171187273783458e-05
बोलेचुप,N_NN 1.1171187273783458e-05
शरमाते,V_VM 9.760858955588091e-05
बनाते,V_VM 0.0002440214738897023
बैठेबैठाए,V_VM 4.8804294777940456e-05
मिलते,V_VAUX 7.393715341959335e-05
अकड़ते,V_VM 4.8804294777940456e-05
जानते,N_NN 2.2342374547566916e-05
देवताओं,N_NN 0.00010054068546405112
चढ़ाते,V_VM 4.8804294777940456e-05
एकादशी,N_NN 1.1171187273783458e-05
कथापुराण,N_NN 1.1171187273783458e-05
जानो,N_NN 1.1171187273783458e-05
छि:,N_NN 1.1171187273783458e-05
डेढ़,N_NN 1.1171187273783458e-05
हंसकर,N_NN 1.1171187273783458e-05
बोलाआप,N_NN 1.1171187273783458e-05
सच्चाई,JJ 0.00012866700977869275
स्नानधयान,N_NN 1.1171187273783458e-05
पूजाव्रत,N_NN 1.1171187273783458e-05
चिढ़ाकर,N_NN 1.1171187273783458e-05
कहाठीक,N_NN 1.1171187273783458e-05
आचार्य,N_NN 3.351356182135037e-05
मानेगा,N_NN 1.1171187273783458e-05
धर्ममार्ग,N_NN 1.1171187273783458e-05
लंगोटी,N_NN 1.1171187273783458e-05
मौज,N_NN 1.1171187273783458e-05
चार,N_NN 2.2342374547566916e-05
न,V_VAUX 7.393715341959335e-05
विभूति,N_NN 3.351356182135037e-05
विद्वान्,N_NN 6.702712364270074e-05
धर्मकर्म,N_NN 1.1171187273783458e-05
कहाआप,N_NN 1.1171187273783458e-05
डाके,N_NN 1.1171187273783458e-05
वैसी,JJ 0.00038600102933607824
हानिलाभ,N_NN 5.5855936368917286e-05
तराजू,N_NN 2.2342374547566916e-05
वज्रमूर्खता,N_NN 1.1171187273783458e-05
चांटे,N_NN 1.1171187273783458e-05
घूंट,N_NN 1.1171187273783458e-05
हष्‍टपुष्ट,N_NN 1.1171187273783458e-05
बोलेबस,N_NN 1.1171187273783458e-05
तुम्हीं,V_VM 4.8804294777940456e-05
अधर्मी,JJ 0.00012866700977869275
कमबेश,N_NN 1.1171187273783458e-05
नींबूनोन,N_NN 1.1171187273783458e-05
चाटकर,V_VM 4.8804294777940456e-05
डेढ़सौ,N_NN 1.1171187273783458e-05
थान,N_NN 1.1171187273783458e-05
कपड़ा,N_NN 1.1171187273783458e-05
बोरे,N_NN 5.5855936368917286e-05
बिक,N_NN 2.2342374547566916e-05
अभी,JJ 0.0002573340195573855
कमाना,N_NN 1.1171187273783458e-05
सूझती,V_VM 4.8804294777940456e-05
खुलेंगी,V_VM 4.8804294777940456e-05
क्रोधमिश्रित,N_NN 1.1171187273783458e-05
बोलेतो,N_NN 2.2342374547566916e-05
करोगे,N_NN 3.351356182135037e-05
लेनदेन,V_VAUX 7.393715341959335e-05
सूदबक्रा,N_NN 1.1171187273783458e-05
अनाजकपड़ा,JJ 0.00012866700977869275
तेलघी,N_NN 1.1171187273783458e-05
रोजगारों,N_NN 1.1171187273783458e-05
नगा,N_NN 1.1171187273783458e-05
बेईमानी,JJ 0.0002573340195573855
हाकिम,N_NN 5.5855936368917286e-05
घूस,N_NN 1.1171187273783458e-05
सीधीसी,JJ 0.00012866700977869275
तहरीर,N_NN 1.1171187273783458e-05
थानेदार,JJ 0.00012866700977869275
रपट,N_NN 3.351356182135037e-05
लिखता,V_VM 9.760858955588091e-05
लीडरों,N_NN 1.1171187273783458e-05
चंदे,N_NN 1.1171187273783458e-05
नोचखसोट,N_NN 1.1171187273783458e-05
रचना,N_NN 0.00015639662183296842
हिलाकर,V_VM 9.760858955588091e-05
घरगिरस्ती,N_NN 1.1171187273783458e-05
आमद,N_NN 1.1171187273783458e-05
घोंटूंगा,N_NN 1.1171187273783458e-05
हथौड़े,N_NN 2.2342374547566916e-05
घन,N_NN 1.1171187273783458e-05
चलायाशर्म,N_NN 1.1171187273783458e-05
सकोगे,N_NN 1.1171187273783458e-05
बक,N_NN 1.1171187273783458e-05
एड़ी,N_NN 1.1171187273783458e-05
गंडे,N_NN 1.1171187273783458e-05
खींचा,V_VM 4.8804294777940456e-05
भाजी,N_NN 1.1171187273783458e-05
लेनी,V_VM 4.8804294777940456e-05
सराहो,N_NN 1.1171187273783458e-05
जलता,V_VM 9.760858955588091e-05
कृष्णार्पण,N_NN 2.2342374547566916e-05
किधर,V_VM 4.8804294777940456e-05
हुआआप,N_NN 1.1171187273783458e-05
रत्‍ती,N_NN 1.1171187273783458e-05
पुनीत,JJ 0.00012866700977869275
सौभाग्यसूर्य,N_NN 1.1171187273783458e-05
उदय,N_NN 5.5855936368917286e-05
स्वाधाीन,N_NN 1.1171187273783458e-05
रहूंगा,V_VAUX 7.393715341959335e-05
व्यवहारबुध्दि,N_NN 1.1171187273783458e-05
भ्रष्ट,N_NN 2.2342374547566916e-05
मढ़ना,V_VM 4.8804294777940456e-05
ठाकुरद्वारे,N_NN 1.1171187273783458e-05
वे,N_NN 8.936949819026766e-05
फोड़े,N_NN 1.1171187273783458e-05
क़ी,N_NN 1.1171187273783458e-05
टीसने,V_VM 4.8804294777940456e-05
लगेमुझ,V_VAUX 7.393715341959335e-05
धौंस,N_NN 1.1171187273783458e-05
बेचकर,JJ 0.00012866700977869275
जुआरियों,N_NN 1.1171187273783458e-05
देकर,N_NN 1.1171187273783458e-05
ठगकर,V_VM 4.8804294777940456e-05
जोड़े,N_NN 1.1171187273783458e-05
बनूं,V_VM 4.8804294777940456e-05
उत्‍तेजना,N_NN 1.1171187273783458e-05
कहादादा,N_NN 1.1171187273783458e-05
भैयाजी,N_NN 1.1171187273783458e-05
पराजय,N_NN 1.1171187273783458e-05
अधिकांश,JJ 0.00012866700977869275
‘बालबुद्धि,N_NN 1.1171187273783458e-05
सहज,JJ 0.0006433350488934637
कुशाग्र,JJ 0.0002573340195573855
“पंचतन्त्र”,N_NN 1.1171187273783458e-05
प्रेरक,JJ 0.000514668039114771
एवं,CC 0.003702457085156513
हिन्दी,N_NN 0.0022565798293042584
सभी,QT 0.17845117845117844
ह,V_VM 9.760858955588091e-05
अंग्रेज़,RD_UNK 0.002717391304347826
अनुवादित,JJ 0.00012866700977869275
ये,DM 0.16560509554140126
कहानियाँ,N_NN 0.00030162205639215335
विश्वविख्यात,N_NN 1.1171187273783458e-05
पंचतंत्र,N_NN 2.2342374547566916e-05
कहानियांपञ्चतंत्र,N_NN 1.1171187273783458e-05
कब,WQ 0.009708737864077669
अत्यंत,RP_INTF 0.046610169491525424
पाटलीपुत्र,N_NN 1.1171187273783458e-05
;,RD_SYM 0.013333333333333334
जो,PR_PRP 0.012794476035743298
